"point_id";"hour_of_day";"yearly_hour_traffic";"yearly_traffic";"hourly_factor"
"12236V1693223";6;8062;656648;0,0122775063656632
"12236V1693223";7;37473;656648;0,0570671044456086
"12236V1693223";8;42172;656648;0,0642231454295148
"12236V1693223";9;33137;656648;0,0504638710542026
"12236V1693223";10;34417;656648;0,0524131650442855
"12236V1693223";11;41941;656648;0,063871358779742
"12236V1693223";12;43873;656648;0,0668135743960234
"12236V1693223";13;45410;656648;0,0691542500700528
"12236V1693223";14;53697;656648;0,0817744057699102
"12236V1693223";15;64432;656648;0,0981225862258013
"12236V1693223";16;52761;656648;0,080348984539662
"12236V1693223";17;46261;656648;0,070450225996272
"12236V1693223";18;40898;656648;0,0622829887550103
"12236V1693223";19;37696;656648;0,0574067080079434
"12236V1693223";20;26653;656648;0,0405894786856885
"12236V1693223";21;19013;656648;0,0289546301823808
"12236V1693223";22;12310;656648;0,018746725795251
"12236V1693223";23;5537;656648;0,00843221939303858
"12288V249204";0;1133;252262;0,00449136215521957
"12288V249204";1;758;252262;0,00300481245689006
"12288V249204";2;450;252262;0,00178385963799542
"12288V249204";3;386;252262;0,00153015515614718
"12288V249204";4;468;252262;0,00185521402351523
